ci95_high,ci95_low,group,mean_delta,metric,module_added,module_step,p_two_sided,paired_sample_count
0.000000,0.000000,pentatonic_conservative,0.000000,strong_beat_stable_rate,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_conservative,0.000000,cadence_score,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_conservative,0.000000,qualified_rhythm_rate,motif fallback,A4 minus A3,1.000000,1500
0.069358,0.059435,pentatonic_conservative,0.064462,objective_score,style constraint,A5 minus A4,0.000000,1500
0.097054,0.083767,pentatonic_conservative,0.090546,cpr,style constraint,A5 minus A4,0.000000,1500
0.454000,0.383317,pentatonic_conservative,0.418667,longest_repeat_run,style constraint,A5 minus A4,0.000000,1500
-0.179064,-0.207351,pentatonic_conservative,-0.193105,repetition_score,style constraint,A5 minus A4,0.000000,1500
0.016678,0.010852,pentatonic_conservative,0.013929,duration_match_ratio,style constraint,A5 minus A4,0.000000,1500
-0.093205,-0.132098,pentatonic_conservative,-0.111114,duration_error_sec,style constraint,A5 minus A4,0.000000,1500
0.464507,0.437043,pentatonic_conservative,0.450177,psr,style constraint,A5 minus A4,0.000000,1500
0.314031,0.268329,pentatonic_conservative,0.291545,strong_beat_stable_rate,style constraint,A5 minus A4,0.000000,1500
0.358533,0.318267,pentatonic_conservative,0.338067,cadence_score,style constraint,A5 minus A4,0.000000,1500
0.031908,0.020967,pentatonic_conservative,0.026572,qualified_rhythm_rate,style constraint,A5 minus A4,0.000000,1500
0.033577,0.026669,pentatonic_conservative,0.030012,objective_score,full controlled,A6 minus A5,0.000000,1500
0.018312,0.007427,pentatonic_conservative,0.013096,cpr,full controlled,A6 minus A5,0.000000,1500
0.180667,0.121983,pentatonic_conservative,0.152000,longest_repeat_run,full controlled,A6 minus A5,0.000000,1500
-0.020640,-0.043126,pentatonic_conservative,-0.031838,repetition_score,full controlled,A6 minus A5,0.000000,1500
0.101055,0.086744,pentatonic_conservative,0.094075,duration_match_ratio,full controlled,A6 minus A5,0.000000,1500
-0.411826,-0.475928,pentatonic_conservative,-0.443644,duration_error_sec,full controlled,A6 minus A5,0.000000,1500
0.000000,0.000000,pentatonic_conservative,0.000000,psr,full controlled,A6 minus A5,1.000000,1500
0.046319,0.024813,pentatonic_conservative,0.035551,strong_beat_stable_rate,full controlled,A6 minus A5,0.000000,1500
0.275267,0.253200,pentatonic_conservative,0.264067,cadence_score,full controlled,A6 minus A5,0.000000,1500
0.027633,0.020012,pentatonic_conservative,0.023872,qualified_rhythm_rate,full controlled,A6 minus A5,0.000000,1500
0.021711,0.009744,pentatonic_creative,0.015918,objective_score,prompt cleaning,A1 minus A0,0.000000,1500
-0.011067,-0.033382,pentatonic_creative,-0.021690,cpr,prompt cleaning,A1 minus A0,0.002000,1500
-0.082650,-0.584133,pentatonic_creative,-0.342667,longest_repeat_run,prompt cleaning,A1 minus A0,0.014000,1500
0.081390,0.038013,pentatonic_creative,0.060127,repetition_score,prompt cleaning,A1 minus A0,0.000000,1500
0.002907,-0.011161,pentatonic_creative,-0.004339,duration_match_ratio,prompt cleaning,A1 minus A0,0.220000,1500
0.110058,-0.023949,pentatonic_creative,0.043982,duration_error_sec,prompt cleaning,A1 minus A0,0.208000,1500
0.016900,-0.005230,pentatonic_creative,0.006041,psr,prompt cleaning,A1 minus A0,0.264000,1500
0.047448,0.004718,pentatonic_creative,0.027011,strong_beat_stable_rate,prompt cleaning,A1 minus A0,0.016000,1500
0.036243,-0.012805,pentatonic_creative,0.013867,cadence_score,prompt cleaning,A1 minus A0,0.288000,1500
-0.027597,-0.057586,pentatonic_creative,-0.042890,qualified_rhythm_rate,prompt cleaning,A1 minus A0,0.000000,1500
0.039734,0.027134,pentatonic_creative,0.033824,objective_score,repetition suppression,A2 minus A1,0.000000,1500
-0.056496,-0.073486,pentatonic_creative,-0.064833,cpr,repetition suppression,A2 minus A1,0.000000,1500
-0.708600,-1.042017,pentatonic_creative,-0.873333,longest_repeat_run,repetition suppression,A2 minus A1,0.000000,1500
0.164086,0.130584,pentatonic_creative,0.146945,repetition_score,repetition suppression,A2 minus A1,0.000000,1500
0.022835,0.008060,pentatonic_creative,0.015167,duration_match_ratio,repetition suppression,A2 minus A1,0.000000,1500
-0.038296,-0.183128,pentatonic_creative,-0.114901,duration_error_sec,repetition suppression,A2 minus A1,0.006000,1500
-0.010135,-0.031741,pentatonic_creative,-0.021228,psr,repetition suppression,A2 minus A1,0.000000,1500
-0.024445,-0.059216,pentatonic_creative,-0.041162,strong_beat_stable_rate,repetition suppression,A2 minus A1,0.000000,1500
-0.019932,-0.070268,pentatonic_creative,-0.044967,cadence_score,repetition suppression,A2 minus A1,0.000000,1500
0.059379,0.030441,pentatonic_creative,0.045508,qualified_rhythm_rate,repetition suppression,A2 minus A1,0.000000,1500
0.037468,0.029206,pentatonic_creative,0.033368,objective_score,duration matching,A3 minus A2,0.000000,1500
0.012921,0.005475,pentatonic_creative,0.009120,cpr,duration matching,A3 minus A2,0.000000,1500
-0.070667,-0.109333,pentatonic_creative,-0.088667,longest_repeat_run,duration matching,A3 minus A2,0.000000,1500
-0.008153,-0.021509,pentatonic_creative,-0.014908,repetition_score,duration matching,A3 minus A2,0.000000,1500
-0.005854,-0.021594,pentatonic_creative,-0.013401,duration_match_ratio,duration matching,A3 minus A2,0.000000,1500
-0.025137,-0.148224,pentatonic_creative,-0.087403,duration_error_sec,duration matching,A3 minus A2,0.004000,1500
0.001767,-0.007236,pentatonic_creative,-0.002633,psr,duration matching,A3 minus A2,0.250000,1500
0.031534,0.006230,pentatonic_creative,0.018585,strong_beat_stable_rate,duration matching,A3 minus A2,0.004000,1500
0.017315,-0.025501,pentatonic_creative,-0.003500,cadence_score,duration matching,A3 minus A2,0.694000,1500
0.048358,0.014230,pentatonic_creative,0.031500,qualified_rhythm_rate,duration matching,A3 minus A2,0.002000,1500
0.000000,0.000000,pentatonic_creative,0.000000,objective_score,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative,0.000000,cpr,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative,0.000000,longest_repeat_run,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative,0.000000,repetition_score,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative,0.000000,duration_match_ratio,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative,0.000000,duration_error_sec,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative,0.000000,psr,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative,0.000000,strong_beat_stable_rate,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative,0.000000,cadence_score,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative,0.000000,qualified_rhythm_rate,motif fallback,A4 minus A3,1.000000,1500
0.075404,0.064768,pentatonic_creative,0.069836,objective_score,style constraint,A5 minus A4,0.000000,1500
0.076992,0.064256,pentatonic_creative,0.070734,cpr,style constraint,A5 minus A4,0.000000,1500
0.358667,0.298650,pentatonic_creative,0.329333,longest_repeat_run,style constraint,A5 minus A4,0.000000,1500
-0.133940,-0.159267,pentatonic_creative,-0.146737,repetition_score,style constraint,A5 minus A4,0.000000,1500
0.024129,0.016879,pentatonic_creative,0.020368,duration_match_ratio,style constraint,A5 minus A4,0.000000,1500
-0.133987,-0.180818,pentatonic_creative,-0.157243,duration_error_sec,style constraint,A5 minus A4,0.000000,1500
0.477535,0.447233,pentatonic_creative,0.462486,psr,style constraint,A5 minus A4,0.000000,1500
0.294690,0.246687,pentatonic_creative,0.270871,strong_beat_stable_rate,style constraint,A5 minus A4,0.000000,1500
0.373167,0.331999,pentatonic_creative,0.353033,cadence_score,style constraint,A5 minus A4,0.000000,1500
0.036596,0.026178,pentatonic_creative,0.031059,qualified_rhythm_rate,style constraint,A5 minus A4,0.000000,1500
0.028840,0.022479,pentatonic_creative,0.025691,objective_score,full controlled,A6 minus A5,0.000000,1500
0.010804,0.000880,pentatonic_creative,0.006004,cpr,full controlled,A6 minus A5,0.018000,1500
0.134017,0.078000,pentatonic_creative,0.108000,longest_repeat_run,full controlled,A6 minus A5,0.000000,1500
-0.014438,-0.034928,pentatonic_creative,-0.024940,repetition_score,full controlled,A6 minus A5,0.000000,1500
0.101926,0.087333,pentatonic_creative,0.094949,duration_match_ratio,full controlled,A6 minus A5,0.000000,1500
-0.416085,-0.485435,pentatonic_creative,-0.449638,duration_error_sec,full controlled,A6 minus A5,0.000000,1500
0.000000,0.000000,pentatonic_creative,0.000000,psr,full controlled,A6 minus A5,1.000000,1500
0.049612,0.029829,pentatonic_creative,0.039522,strong_beat_stable_rate,full controlled,A6 minus A5,0.000000,1500
0.276501,0.254766,pentatonic_creative,0.265533,cadence_score,full controlled,A6 minus A5,0.000000,1500
0.027157,0.020865,pentatonic_creative,0.023864,qualified_rhythm_rate,full controlled,A6 minus A5,0.000000,1500
0.022145,0.010165,pentatonic_creative_wide,0.016183,objective_score,prompt cleaning,A1 minus A0,0.000000,1500
-0.010791,-0.028613,pentatonic_creative_wide,-0.019587,cpr,prompt cleaning,A1 minus A0,0.000000,1500
-0.177317,-0.447500,pentatonic_creative_wide,-0.307333,longest_repeat_run,prompt cleaning,A1 minus A0,0.000000,1500
0.071304,0.031323,pentatonic_creative_wide,0.050610,repetition_score,prompt cleaning,A1 minus A0,0.000000,1500
0.001287,-0.014632,pentatonic_creative_wide,-0.006761,duration_match_ratio,prompt cleaning,A1 minus A0,0.088000,1500
0.217946,0.029963,pentatonic_creative_wide,0.122156,duration_error_sec,prompt cleaning,A1 minus A0,0.016000,1500
0.022558,0.000343,pentatonic_creative_wide,0.011341,psr,prompt cleaning,A1 minus A0,0.040000,1500
0.033913,-0.007928,pentatonic_creative_wide,0.011712,strong_beat_stable_rate,prompt cleaning,A1 minus A0,0.282000,1500
0.050435,0.000794,pentatonic_creative_wide,0.025000,cadence_score,prompt cleaning,A1 minus A0,0.046000,1500
-0.009254,-0.038254,pentatonic_creative_wide,-0.024330,qualified_rhythm_rate,prompt cleaning,A1 minus A0,0.002000,1500
0.042474,0.031048,pentatonic_creative_wide,0.036909,objective_score,repetition suppression,A2 minus A1,0.000000,1500
-0.034859,-0.048038,pentatonic_creative_wide,-0.041531,cpr,repetition suppression,A2 minus A1,0.000000,1500
-0.412650,-0.557367,pentatonic_creative_wide,-0.487333,longest_repeat_run,repetition suppression,A2 minus A1,0.000000,1500
0.132895,0.101496,pentatonic_creative_wide,0.117439,repetition_score,repetition suppression,A2 minus A1,0.000000,1500
0.025687,0.007403,pentatonic_creative_wide,0.016221,duration_match_ratio,repetition suppression,A2 minus A1,0.000000,1500
-0.032863,-0.262018,pentatonic_creative_wide,-0.155047,duration_error_sec,repetition suppression,A2 minus A1,0.010000,1500
-0.011346,-0.031200,pentatonic_creative_wide,-0.020939,psr,repetition suppression,A2 minus A1,0.000000,1500
0.003785,-0.034850,pentatonic_creative_wide,-0.015988,strong_beat_stable_rate,repetition suppression,A2 minus A1,0.104000,1500
0.015106,-0.036201,pentatonic_creative_wide,-0.011000,cadence_score,repetition suppression,A2 minus A1,0.388000,1500
0.038725,0.010978,pentatonic_creative_wide,0.025046,qualified_rhythm_rate,repetition suppression,A2 minus A1,0.000000,1500
0.031615,0.023453,pentatonic_creative_wide,0.027672,objective_score,duration matching,A3 minus A2,0.000000,1500
0.009882,0.003245,pentatonic_creative_wide,0.006514,cpr,duration matching,A3 minus A2,0.000000,1500
-0.086000,-0.123333,pentatonic_creative_wide,-0.105333,longest_repeat_run,duration matching,A3 minus A2,0.000000,1500
-0.004663,-0.017530,pentatonic_creative_wide,-0.011296,repetition_score,duration matching,A3 minus A2,0.002000,1500
0.026926,0.009030,pentatonic_creative_wide,0.017961,duration_match_ratio,duration matching,A3 minus A2,0.000000,1500
-0.368627,-0.535464,pentatonic_creative_wide,-0.449617,duration_error_sec,duration matching,A3 minus A2,0.000000,1500
-0.002265,-0.011569,pentatonic_creative_wide,-0.006782,psr,duration matching,A3 minus A2,0.002000,1500
0.014783,-0.011605,pentatonic_creative_wide,0.001350,strong_beat_stable_rate,duration matching,A3 minus A2,0.810000,1500
-0.001976,-0.050101,pentatonic_creative_wide,-0.026333,cadence_score,duration matching,A3 minus A2,0.036000,1500
0.041657,0.011677,pentatonic_creative_wide,0.025995,qualified_rhythm_rate,duration matching,A3 minus A2,0.002000,1500
0.000000,0.000000,pentatonic_creative_wide,0.000000,objective_score,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative_wide,0.000000,cpr,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative_wide,0.000000,longest_repeat_run,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative_wide,0.000000,repetition_score,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative_wide,0.000000,duration_match_ratio,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative_wide,0.000000,duration_error_sec,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative_wide,0.000000,psr,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative_wide,0.000000,strong_beat_stable_rate,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative_wide,0.000000,cadence_score,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_creative_wide,0.000000,qualified_rhythm_rate,motif fallback,A4 minus A3,1.000000,1500
0.081396,0.071521,pentatonic_creative_wide,0.076714,objective_score,style constraint,A5 minus A4,0.000000,1500
0.069627,0.057951,pentatonic_creative_wide,0.063634,cpr,style constraint,A5 minus A4,0.000000,1500
0.339350,0.278000,pentatonic_creative_wide,0.308667,longest_repeat_run,style constraint,A5 minus A4,0.000000,1500
-0.124156,-0.148544,pentatonic_creative_wide,-0.136209,repetition_score,style constraint,A5 minus A4,0.000000,1500
0.028977,0.021400,pentatonic_creative_wide,0.025035,duration_match_ratio,style constraint,A5 minus A4,0.000000,1500
-0.170520,-0.226588,pentatonic_creative_wide,-0.197452,duration_error_sec,style constraint,A5 minus A4,0.000000,1500
0.488386,0.459823,pentatonic_creative_wide,0.474195,psr,style constraint,A5 minus A4,0.000000,1500
0.322028,0.275281,pentatonic_creative_wide,0.299142,strong_beat_stable_rate,style constraint,A5 minus A4,0.000000,1500
0.370839,0.330031,pentatonic_creative_wide,0.349333,cadence_score,style constraint,A5 minus A4,0.000000,1500
0.031174,0.021089,pentatonic_creative_wide,0.026253,qualified_rhythm_rate,style constraint,A5 minus A4,0.000000,1500
0.011549,0.006332,pentatonic_creative_wide,0.008822,objective_score,full controlled,A6 minus A5,0.000000,1500
0.015863,0.006074,pentatonic_creative_wide,0.010964,cpr,full controlled,A6 minus A5,0.000000,1500
0.130683,0.077333,pentatonic_creative_wide,0.104000,longest_repeat_run,full controlled,A6 minus A5,0.000000,1500
-0.019432,-0.038711,pentatonic_creative_wide,-0.029223,repetition_score,full controlled,A6 minus A5,0.000000,1500
0.096084,0.082957,pentatonic_creative_wide,0.089308,duration_match_ratio,full controlled,A6 minus A5,0.000000,1500
-0.388814,-0.454976,pentatonic_creative_wide,-0.423062,duration_error_sec,full controlled,A6 minus A5,0.000000,1500
0.000000,0.000000,pentatonic_creative_wide,0.000000,psr,full controlled,A6 minus A5,1.000000,1500
0.035634,0.017643,pentatonic_creative_wide,0.026222,strong_beat_stable_rate,full controlled,A6 minus A5,0.000000,1500
0.273733,0.250363,pentatonic_creative_wide,0.262367,cadence_score,full controlled,A6 minus A5,0.000000,1500
0.031168,0.024045,pentatonic_creative_wide,0.027584,qualified_rhythm_rate,full controlled,A6 minus A5,0.000000,1500
0.019837,0.008360,pentatonic_low_temp_no_strongbeat,0.014148,objective_score,prompt cleaning,A1 minus A0,0.000000,1500
-0.012770,-0.041979,pentatonic_low_temp_no_strongbeat,-0.027215,cpr,prompt cleaning,A1 minus A0,0.002000,1500
0.047417,-0.800000,pentatonic_low_temp_no_strongbeat,-0.368667,longest_repeat_run,prompt cleaning,A1 minus A0,0.096000,1500
0.077834,0.036185,pentatonic_low_temp_no_strongbeat,0.056140,repetition_score,prompt cleaning,A1 minus A0,0.000000,1500
0.006103,-0.006447,pentatonic_low_temp_no_strongbeat,-0.000072,duration_match_ratio,prompt cleaning,A1 minus A0,0.988000,1500
0.026471,-0.038325,pentatonic_low_temp_no_strongbeat,-0.006643,duration_error_sec,prompt cleaning,A1 minus A0,0.674000,1500
0.013713,-0.007388,pentatonic_low_temp_no_strongbeat,0.003137,psr,prompt cleaning,A1 minus A0,0.562000,1500
0.038771,-0.001747,pentatonic_low_temp_no_strongbeat,0.018385,strong_beat_stable_rate,prompt cleaning,A1 minus A0,0.078000,1500
0.017040,-0.030012,pentatonic_low_temp_no_strongbeat,-0.006467,cadence_score,prompt cleaning,A1 minus A0,0.586000,1500
-0.016461,-0.052805,pentatonic_low_temp_no_strongbeat,-0.034453,qualified_rhythm_rate,prompt cleaning,A1 minus A0,0.000000,1500
0.039654,0.028492,pentatonic_low_temp_no_strongbeat,0.034137,objective_score,repetition suppression,A2 minus A1,0.000000,1500
-0.108220,-0.134769,pentatonic_low_temp_no_strongbeat,-0.120920,cpr,repetition suppression,A2 minus A1,0.000000,1500
-1.658650,-2.376050,pentatonic_low_temp_no_strongbeat,-1.997333,longest_repeat_run,repetition suppression,A2 minus A1,0.000000,1500
0.214190,0.176892,pentatonic_low_temp_no_strongbeat,0.195224,repetition_score,repetition suppression,A2 minus A1,0.000000,1500
0.017294,0.004798,pentatonic_low_temp_no_strongbeat,0.010787,duration_match_ratio,repetition suppression,A2 minus A1,0.002000,1500
-0.017428,-0.086537,pentatonic_low_temp_no_strongbeat,-0.052317,duration_error_sec,repetition suppression,A2 minus A1,0.002000,1500
-0.034507,-0.058675,pentatonic_low_temp_no_strongbeat,-0.046228,psr,repetition suppression,A2 minus A1,0.000000,1500
-0.028820,-0.067792,pentatonic_low_temp_no_strongbeat,-0.049281,strong_beat_stable_rate,repetition suppression,A2 minus A1,0.000000,1500
-0.049298,-0.098272,pentatonic_low_temp_no_strongbeat,-0.074167,cadence_score,repetition suppression,A2 minus A1,0.000000,1500
0.087313,0.055558,pentatonic_low_temp_no_strongbeat,0.071260,qualified_rhythm_rate,repetition suppression,A2 minus A1,0.000000,1500
0.034343,0.026473,pentatonic_low_temp_no_strongbeat,0.030629,objective_score,duration matching,A3 minus A2,0.000000,1500
0.018630,0.011681,pentatonic_low_temp_no_strongbeat,0.014956,cpr,duration matching,A3 minus A2,0.000000,1500
0.018000,-0.018000,pentatonic_low_temp_no_strongbeat,0.000667,longest_repeat_run,duration matching,A3 minus A2,0.996000,1500
-0.022737,-0.035932,pentatonic_low_temp_no_strongbeat,-0.028978,repetition_score,duration matching,A3 minus A2,0.000000,1500
-0.003875,-0.018888,pentatonic_low_temp_no_strongbeat,-0.011496,duration_match_ratio,duration matching,A3 minus A2,0.008000,1500
0.046473,-0.028131,pentatonic_low_temp_no_strongbeat,0.007951,duration_error_sec,duration matching,A3 minus A2,0.686000,1500
0.005538,-0.002865,pentatonic_low_temp_no_strongbeat,0.001417,psr,duration matching,A3 minus A2,0.522000,1500
0.036808,0.007282,pentatonic_low_temp_no_strongbeat,0.021791,strong_beat_stable_rate,duration matching,A3 minus A2,0.002000,1500
0.036568,-0.006272,pentatonic_low_temp_no_strongbeat,0.015100,cadence_score,duration matching,A3 minus A2,0.146000,1500
0.024797,-0.017020,pentatonic_low_temp_no_strongbeat,0.004654,qualified_rhythm_rate,duration matching,A3 minus A2,0.700000,1500
0.000000,0.000000,pentatonic_low_temp_no_strongbeat,0.000000,objective_score,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_low_temp_no_strongbeat,0.000000,cpr,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_low_temp_no_strongbeat,0.000000,longest_repeat_run,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_low_temp_no_strongbeat,0.000000,repetition_score,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_low_temp_no_strongbeat,0.000000,duration_match_ratio,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_low_temp_no_strongbeat,0.000000,duration_error_sec,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_low_temp_no_strongbeat,0.000000,psr,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_low_temp_no_strongbeat,0.000000,strong_beat_stable_rate,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_low_temp_no_strongbeat,0.000000,cadence_score,motif fallback,A4 minus A3,1.000000,1500
0.000000,0.000000,pentatonic_low_temp_no_strongbeat,0.000000,qualified_rhythm_rate,motif fallback,A4 minus A3,1.000000,1500
0.070241,0.060853,pentatonic_low_temp_no_strongbeat,0.065830,objective_score,style constraint,A5 minus A4,0.000000,1500
0.095548,0.081968,pentatonic_low_temp_no_strongbeat,0.088662,cpr,style constraint,A5 minus A4,0.000000,1500
0.418683,0.355983,pentatonic_low_temp_no_strongbeat,0.385333,longest_repeat_run,style constraint,A5 minus A4,0.000000,1500
-0.170342,-0.197518,pentatonic_low_temp_no_strongbeat,-0.183655,repetition_score,style constraint,A5 minus A4,0.000000,1500
0.018894,0.012651,pentatonic_low_temp_no_strongbeat,0.015911,duration_match_ratio,style constraint,A5 minus A4,0.000000,1500
-0.105481,-0.143127,pentatonic_low_temp_no_strongbeat,-0.124012,duration_error_sec,style constraint,A5 minus A4,0.000000,1500
0.474143,0.445980,pentatonic_low_temp_no_strongbeat,0.459772,psr,style constraint,A5 minus A4,0.000000,1500
0.289800,0.243672,pentatonic_low_temp_no_strongbeat,0.266377,strong_beat_stable_rate,style constraint,A5 minus A4,0.000000,1500
0.365103,0.323297,pentatonic_low_temp_no_strongbeat,0.343400,cadence_score,style constraint,A5 minus A4,0.000000,1500
0.038100,0.026722,pentatonic_low_temp_no_strongbeat,0.032317,qualified_rhythm_rate,style constraint,A5 minus A4,0.000000,1500
0.035573,0.030129,pentatonic_low_temp_no_strongbeat,0.032866,objective_score,full controlled,A6 minus A5,0.000000,1500
0.001031,-0.007381,pentatonic_low_temp_no_strongbeat,-0.003167,cpr,full controlled,A6 minus A5,0.136000,1500
0.091333,0.048000,pentatonic_low_temp_no_strongbeat,0.070000,longest_repeat_run,full controlled,A6 minus A5,0.000000,1500
0.008487,-0.009263,pentatonic_low_temp_no_strongbeat,-0.000428,repetition_score,full controlled,A6 minus A5,0.936000,1500
0.098458,0.085207,pentatonic_low_temp_no_strongbeat,0.091666,duration_match_ratio,full controlled,A6 minus A5,0.000000,1500
-0.400588,-0.465109,pentatonic_low_temp_no_strongbeat,-0.431535,duration_error_sec,full controlled,A6 minus A5,0.000000,1500
0.000000,0.000000,pentatonic_low_temp_no_strongbeat,0.000000,psr,full controlled,A6 minus A5,1.000000,1500
0.008013,-0.002111,pentatonic_low_temp_no_strongbeat,0.002806,strong_beat_stable_rate,full controlled,A6 minus A5,0.262000,1500
0.276933,0.254832,pentatonic_low_temp_no_strongbeat,0.265867,cadence_score,full controlled,A6 minus A5,0.000000,1500
0.023257,0.016886,pentatonic_low_temp_no_strongbeat,0.019994,qualified_rhythm_rate,full controlled,A6 minus A5,0.000000,1500
